unitcode,title,level,outcome_number,original_outcome,rewritten_outcome,evaluation,status,feedback,assessment,processing_time
LAWS5188,Legal APPtitude,5,4,demonstrate practical skills in app creation through exposure to and the use of legal software to develop an app,,ALREADY_GOOD,GOOD,"This outcome aligns well with Synthesis, requiring the creation of a tangible product (an app) using learned tools and skills.","class participation, app creation",2.794689322
LAWS5188,Legal APPtitude,5,5,demonstrate an ability to communicate and collaborate professionally and effectively with all stakeholders in a team in researching the law and designing an app,"Collaboratively design and present a comprehensive project proposal for a legal app, incorporating feedback from stakeholders and demonstrating effective team communication.",GOOD,COULD_IMPROVE,"This outcome focuses on demonstrating a skill (communication and collaboration) rather than creating something new. The unit has 5 Learning Outcomes, which is appropriate for a 6-point unit. However, several outcomes require revision to fully align with the Synthesis level (Level 5), focusing more on creating, designing, or proposing solutions rather than simply demonstrating understanding or application of skills.","class participation, app creation",2.794689322
DENT6880,Oral Pathology Clinical Practice III Part 1,6,1,"evaluate, synthesize and apply the literature and diagnostic techniques relevant to oral pathology",,ALREADY_GOOD,GOOD,"This outcome appropriately combines Evaluation, Synthesis, and Application verbs, aligning well with a Level 6 unit and demonstrating a high-order cognitive skill.","Case-based Discussion (CbD), Clinical evaluation exercise (CEX), journal club and Histopathological log book",2.29287856
DENT6880,Oral Pathology Clinical Practice III Part 1,6,2,demonstrate advanced problem solving and diagnostic skills,Critically evaluate and justify diagnostic approaches to complex oral pathology cases.,GOOD,COULD_IMPROVE,"While 'demonstrate' is acceptable, the outcome lacks a specific cognitive verb at the Evaluation level; it focuses more on Application.","case-based discussion (CbD), clinical evaluation exercise (CEX), direct observation of procedural skills (DOPS), journal club and histopathological log book",2.29287856
DENT6880,Oral Pathology Clinical Practice III Part 1,6,3,"demonstrate an in-depth knowledge of oral pathology through discussion, interpretation, and evaluation in written and oral presentations",Critically analyse and defend diagnostic interpretations of oral pathology cases presented in written and oral formats.,GOOD,NEEDS_REVISION,The initial 'demonstrate' paired with 'knowledge' places this at a lower Bloom's level (potentially Comprehension or Application).,"case-based discussion (CbD), clinical evaluation exercise (CEX), direct observation of procedural skills (DOPS), journal club and histopathological log book",2.29287856
DENT6880,Oral Pathology Clinical Practice III Part 1,6,4,interpret original research,Critically evaluate the methodology and conclusions of original research in oral pathology.,GOOD,COULD_IMPROVE,"'Interpret' is more aligned with Comprehension. While valuable, it doesn't fully leverage the Evaluation level.","case-based discussion (CbD), Clinical evaluation exercise (CEX), journal club",2.29287856
DENT6880,Oral Pathology Clinical Practice III Part 1,6,5,define and demonstrate the responsibility of being a practitioner in oral pathology,Evaluate ethical and legal considerations related to professional practice in oral pathology and justify responsible decision-making.,GOOD,NEEDS_REVISION,"'Define' and 'demonstrate' are lower-order verbs. This outcome focuses on knowledge and application, not evaluation.","case-based discussion (CbD), clinical evaluation exercise (CEX), direct observation of procedural skills (DOPS), journal club and histopathological log book",2.29287856
DENT6880,Oral Pathology Clinical Practice III Part 1,6,6,demonstrate clinical leadership,Evaluate and implement strategies to effectively lead and collaborate within a clinical oral pathology setting.,GOOD,COULD_IMPROVE,'Demonstrate' is weak for a Level 6 outcome. It describes an action without requiring higher-order thinking.,"case-based discussion (CbD), clinical evaluation exercise (CEX), direct observation of procedural skills (DOPS), journal club and histopathological log book",2.29287856
DENT6880,Oral Pathology Clinical Practice III Part 1,6,7,"use effective communication skills with colleagues, patients and the broader community",Evaluate the effectiveness of communication strategies in diverse oral pathology clinical scenarios and justify improvements.,GOOD,NEEDS_REVISION,"'Use' is an Application-level verb. This outcome is more about practical skill than critical evaluation. The unit currently has 7 Learning Outcomes, which is appropriate for a 6-point unit. However, several outcomes require significant revision to align with the expected Evaluation level (Level 6) of Bloom's Taxonomy, as many rely on verbs from lower cognitive domains like Knowledge, Comprehension, and Application.","case-based discussion (CbD), clinical evaluation exercise (CEX), direct observation of procedural skills (DOPS), journal club",2.29287856
POLS2232,Global Governance,2,1,"apply international relations concepts and theory to analysis of order and justice in world politics, including the role of the UN","Explain how international relations concepts and theory relate to order and justice in world politics, including the role of the UN.",GOOD,NEEDS_REVISION,"This outcome is at the Application level, which is too high for a Level 2 (Comprehension) unit.","written work, examination, tutorial participation",1.995495664
POLS2232,Global Governance,2,2,"demonstrate an understanding of contemporary debates about the nature of, and prospects for, global governance",,ALREADY_GOOD,GOOD,This outcome appropriately focuses on demonstrating comprehension of debates within the field.,"written work, examination, tutorial participation",1.995495664
POLS2232,Global Governance,2,3,"identify and explain the contribution of key factors (particular ideas, actors, rules and interests) shaping the UN, and distinguish between superficial and fundamental change concerning the UN's role in world politics",,ALREADY_GOOD,GOOD,"This outcome effectively uses verbs aligned with Comprehension (identify, explain, distinguish) to assess understanding of complex factors.","written work, examination, tutorial participation",1.995495664
POLS2232,Global Governance,2,4,demonstrate an ability to relate contemporary debates about human rights to an understanding of the international political system,,ALREADY_GOOD,GOOD,"This outcome focuses on relating concepts, a key skill within the Comprehension level of Bloom’s Taxonomy.","written work, examination, tutorial participation",1.995495664
POLS2232,Global Governance,2,5,"communicate information, ideas and argument related to the subfield in a coherent and logical manner in both written and oral forms","Summarise and present information, ideas and arguments related to the subfield in a clear and logical manner.",GOOD,COULD_IMPROVE,"While communication is important, this outcome focuses on *doing* rather than *understanding*.","written work, examination, tutorial participation",1.995495664
POLS2232,Global Governance,2,6,work effectively in a collaborative manner as a member of a tutorial group,Remove this outcome as it is not directly related to the learning objectives of the unit.,GOOD,NEEDS_REVISION,"This outcome focuses on a skill, not comprehension of the subject matter.",tutorial participation,1.995495664
POLS2232,Global Governance,2,7,demonstrate research skills appropriate for locating and assessing relevant primary and secondary materials,Describe the process of locating and assessing relevant primary and secondary materials for research.,GOOD,NEEDS_REVISION,"This outcome is at the Application level, requiring the *demonstration* of a skill.",written work,1.995495664
POLS2232,Global Governance,2,8,demonstrate practiced skills of problem analysis and critical reasoning applied to the subject matter of the subfield,Explain the key elements of problem analysis and critical reasoning as they apply to the subject matter of the subfield.,GOOD,NEEDS_REVISION,"This outcome is at the Application level, focusing on skills rather than comprehension.","written work, examination, tutorial participation",1.995495664
POLS2232,Global Governance,2,9,undertake enquiry-based learning and research on topics related to the subfield,Describe the principles of enquiry-based learning and research as applied to topics within the subfield.,GOOD,NEEDS_REVISION,"This outcome is at the Application level, requiring action. The Learning Outcomes are largely inappropriate for a Level 2 (Comprehension) unit, with many falling into the Application category. The quantity of nine outcomes is appropriate for a 6-point unit, but significant revisions are needed to align them with the expected Bloom’s Taxonomy level.",written work,1.995495664
HART2001,Curating First Nations Art,2,1,demonstrate an understanding of past and current developments in exhibiting and curating Indigenous art in Australia,"Describe the key developments in exhibiting and curating Indigenous art in Australia, identifying significant trends and influences.",GOOD,COULD_IMPROVE,"While ‘demonstrate’ is acceptable, ‘understanding’ is a weak term.","oral assessment, short written assessment, essay",2.770004845
HART2001,Curating First Nations Art,2,2,critically reflect on the difference between Western and indigenous knowledge systems and methodologies in museums and galleries,Compare and contrast Western and Indigenous knowledge systems and methodologies as they are applied in museums and galleries.,GOOD,NEEDS_REVISION,"‘Critically reflect’ is at the Analysis level (Level 4), not Comprehension (Level 2).","oral assessment, short written assessment, essay",2.770004845
HART2001,Curating First Nations Art,2,3,address issues of display and museology in interpreting indigenous art and material culture in museums and galleries,Explain the key issues related to display and museology when interpreting Indigenous art and material culture in museums and galleries.,GOOD,COULD_IMPROVE,‘Address’ is vague and doesn’t clearly indicate a comprehension-level task.,"oral assessment, short written assessment, essay",2.770004845
HART2001,Curating First Nations Art,2,4,demonstrate oral communication and interpersonal skills,Summarise key curatorial concepts and communicate them effectively in oral presentations.,GOOD,NEEDS_REVISION,"This outcome focuses on a skill, not demonstrable knowledge or comprehension of a concept. It's also too broad.",oral assessment,2.770004845
HART2001,Curating First Nations Art,2,5,apply principles of argument in art historical and curatorial discourses,Illustrate how principles of argument are used in art historical and curatorial writing.,BAD,NEEDS_REVISION,"‘Apply’ is at the Application level (Level 3), not Comprehension (Level 2). The unit has 5 Learning Outcomes, which is within the appropriate range for a 6-point unit. However, several outcomes are not aligned with the expected Comprehension (Level 2) Bloom’s Taxonomy level and require revision to focus on describing, explaining, or illustrating concepts rather than applying, analysing, or demonstrating skills.",oral assessment and essay,2.770004845
GEOS5516,A lithospheric and metallogenic transect through Western Australia,5,1,knowledge of a range of mineral deposit styles in their geological context,Create a comprehensive geological model integrating a range of mineral deposit styles within their regional context.,GOOD,NEEDS_REVISION,"This outcome is at the Knowledge level, not Synthesis.",Individual student presentations; field participation,3.530830145
GEOS5516,A lithospheric and metallogenic transect through Western Australia,5,2,application of the mineral system approach to understanding the origins of mineral deposits,,ALREADY_GOOD,GOOD,"This outcome appropriately focuses on applying a framework to understand complex origins, fitting the Application level and building towards synthesis.",Final report,3.530830145
GEOS5516,A lithospheric and metallogenic transect through Western Australia,5,3,"understanding the link between mineralising processes and planetary drivers in the lithosphere, hydrosphere and atmosphere","Develop a novel hypothesis explaining the interplay between mineralising processes and planetary drivers across the lithosphere, hydrosphere, and atmosphere.",GOOD,COULD_IMPROVE,"While aiming for a complex understanding, this outcome leans towards Comprehension. The provided Learning Outcomes are not fully aligned with the expected Bloom's level of Synthesis (Level 5) for this unit, with one outcome being at the Knowledge level and another needing strengthening to reach synthesis. The quantity of three Learning Outcomes is appropriate for a 6-point unit.",Final report,3.530830145
STAT3063,Spatial Statistics and Modelling,3,1,distinguish between three different types of spatial data and apply basic statistical tools required conducting inference from such data,,ALREADY_GOOD,GOOD,This outcome appropriately combines analysis (distinguish) with application (apply) and is well-suited for a Level 3 unit.,"tests, assignment and final exam",2.259946307
STAT3063,Spatial Statistics and Modelling,3,2,demonstrate skill in the use of some of the measures of dependence in spatial processes in analysing and modeling spatial data,,ALREADY_GOOD,GOOD,"This outcome focuses on demonstrating a skill (demonstrate) and applying knowledge to analyse and model data, fitting the Application level.","tests, assignment and final exam",2.259946307
STAT3063,Spatial Statistics and Modelling,3,3,demonstrate in-depth knowledge in some of the important topics in spatial statistics,Apply knowledge of key spatial statistics topics to solve practical problems.,GOOD,NEEDS_REVISION,"This outcome focuses on *knowledge* (""in-depth knowledge"") which is inappropriate for a Level 3 (Application) unit.","tests, assignment and final exam",2.259946307
STAT3063,Spatial Statistics and Modelling,3,4,demonstrate knowledge in determining spatial model for some of the spatial data,"Select and apply an appropriate spatial model to a given dataset, justifying the choice.",GOOD,NEEDS_REVISION,"Similar to the previous outcome, this focuses on *knowledge* (""demonstrate knowledge"") rather than application.","tests, assignment and final exam",2.259946307
STAT3063,Spatial Statistics and Modelling,3,5,show skill in simulating some of spatial model using the package R,,ALREADY_GOOD,GOOD,"This outcome focuses on demonstrating a skill (show skill) and applying that skill using a specific tool (R), aligning with the Application level.",tests and assignments,2.259946307
STAT3063,Spatial Statistics and Modelling,3,6,demonstrate basic skill in using R for summarising and analysing spatial data,,ALREADY_GOOD,GOOD,"This outcome focuses on demonstrating a skill (demonstrate skill) and applying that skill to data analysis, fitting the Application level. The unit has 6 Learning Outcomes, which is appropriate for a 6-point unit. However, two of the Learning Outcomes are focused on knowledge recall rather than application and require revision to align with the expected Bloom's level for a Level 3 unit.","tests, assignment and final exam",2.259946307
MECH5552,Mechanical Engineering Design Project 2,5,1,apply engineering synthesis and design processes relevant to mechanical engineering;,"Design and synthesise a mechanical engineering system, justifying design choices based on established principles and innovative solutions.",GOOD,NEEDS_REVISION,"This outcome is at the Application level, not Synthesis.","project proposal, (moderated) design reporting",1.983290291
MECH5552,Mechanical Engineering Design Project 2,5,2,"seek out the requirements and associated resources to assess the scope, dimensions, scale of effort and indicative costs of a complex engineering project","Formulate a comprehensive project plan, integrating resource allocation, cost estimation, and risk assessment for a complex engineering project.",GOOD,COULD_IMPROVE,"While involving some analysis, this outcome leans towards Application.","project proposal, (moderated) design reporting",1.983290291
MECH5552,Mechanical Engineering Design Project 2,5,3,"apply technical knowledge, appropriate tools and problem solving skills to achieve a desired outcome to satisfy user requirements","Develop and implement a novel solution to a complex engineering problem, integrating technical knowledge and innovative problem-solving techniques.",GOOD,NEEDS_REVISION,This is firmly within the Application level.,"project proposal, design presentations, (moderated) design reporting",1.983290291
MECH5552,Mechanical Engineering Design Project 2,5,4,apply project management tools and processes to the planning and execution of a design project,"Construct a detailed project management plan, adapting established methodologies to effectively manage a complex design project and mitigate potential risks.",GOOD,NEEDS_REVISION,This outcome is at the Application level.,"project proposal, (moderated) design reporting",1.983290291
MECH5552,Mechanical Engineering Design Project 2,5,5,demonstrate ethical conduct and professional accountability,"Develop a code of ethical conduct for the project, justifying decisions based on professional standards and societal impact.",GOOD,COULD_IMPROVE,"This is a valuable outcome, but doesn't fit Bloom's Taxonomy well and is more of a professional standard.",project proposal; design presentations; design reporting,1.983290291
MECH5552,Mechanical Engineering Design Project 2,5,6,"critically analyse design inputs, processes and outputs","Evaluate and refine a design based on critical analysis of inputs, processes, and outputs, proposing improvements for enhanced performance and efficiency.",GOOD,COULD_IMPROVE,"This is Analysis, not Synthesis.","project proposal, (moderated) design reporting",1.983290291
MECH5552,Mechanical Engineering Design Project 2,5,7,"locate and apply relevant standards, regulations, and technical literature","Integrate relevant standards, regulations, and technical literature to create a comprehensive design specification, justifying choices based on compliance and best practice.",GOOD,NEEDS_REVISION,This is Application.,"project proposal, (moderated) design reporting",1.983290291
MECH5552,Mechanical Engineering Design Project 2,5,8,use discourse conventions relevant to the discipline,"Compose a comprehensive technical report, effectively communicating design decisions and justifying them using established engineering discourse conventions.",GOOD,COULD_IMPROVE,"This is a skill, but doesn't fit Bloom's Taxonomy well.","project proposal, design presentations, (moderated) design reporting",1.983290291
MECH5552,Mechanical Engineering Design Project 2,5,9,"communicate clearly, effectively and appropriately using written, oral and visual means","Present a compelling design proposal, utilising written, oral, and visual communication techniques to effectively convey technical information and justify design choices.",GOOD,COULD_IMPROVE,"Similar to the previous outcome, this is a skill rather than a cognitive process.","project proposal, design presentations, (moderated) design reporting",1.983290291
MECH5552,Mechanical Engineering Design Project 2,5,10,"contribute to and/or manage a complex engineering project activity, as a member and/or leader of an engineering team","Lead or collaborate within an engineering team to deliver a complex project, proactively managing tasks and resolving conflicts to achieve project goals.",GOOD,COULD_IMPROVE,"This leans towards Application. The Learning Outcomes, as currently written, largely focus on Application and Analysis, falling short of the expected Synthesis level for a Level 5 unit. The quantity of 10 Learning Outcomes is slightly high for a 6-point unit, which should ideally have between 3 and 6. Significant revisions are needed to align the outcomes with the desired Bloom's Taxonomy level.","project proposal, (moderated) design reporting",1.983290291
SWSP9910,Research Paradigms in Social Work Studies Part 2,9,1,,,ALREADY_GOOD,ERROR,,,30.50097668
SWSP9910,Research Paradigms in Social Work Studies Part 2,9,2,,,ALREADY_GOOD,ERROR,,,30.50097668
SWSP9910,Research Paradigms in Social Work Studies Part 2,9,3,,,ALREADY_GOOD,ERROR,,,30.50097668
SWSP9910,Research Paradigms in Social Work Studies Part 2,9,4,,,ALREADY_GOOD,ERROR,,,30.50097668
ANTH3???,"COPY OF Special unit: Migrants, Refugees and Travellers",3,1,"demonstrate an ability to discuss key ideas in the study of migration, refugees and transnational lives","Apply key ideas from the study of migration, refugees and transnational lives to analyse contemporary case studies.",GOOD,COULD_IMPROVE,This outcome leans towards comprehension rather than application.,workshop participation and presentation,3.201051712
ANTH3???,"COPY OF Special unit: Migrants, Refugees and Travellers",3,2,"demonstrate an ability to analyse key issues related to the study of migration, refugees and transnational lives in clear, well-supported written arguments","Use analytical frameworks to explain key issues related to the study of migration, refugees and transnational lives, presenting findings in a written report.",GOOD,NEEDS_REVISION,"This outcome is at the Analysis level (Level 4), exceeding the expected Bloom's level for this unit.",assignment,3.201051712
ANTH3???,"COPY OF Special unit: Migrants, Refugees and Travellers",3,3,"demonstrate an ability to apply key methods related to the study of migration, refugees and transnational lives, for example, social network analysis",,ALREADY_GOOD,GOOD,This outcome appropriately uses the 'apply' verb and focuses on practical application of methods.,assignment and essay,3.201051712
ANTH3???,"COPY OF Special unit: Migrants, Refugees and Travellers",3,4,"demonstrate knowledge of key concepts in the study of migration, refugees and transnational lives","Illustrate the application of key concepts in the study of migration, refugees and transnational lives through case study analysis.",GOOD,NEEDS_REVISION,"This outcome is at the Knowledge level (Level 1), significantly below the expected Bloom's level for this unit. The unit has four learning outcomes, which is within the acceptable range for a 6-point unit. However, two of the outcomes are not aligned with the expected Application level (Level 3), requiring revision to ensure they focus on applying knowledge rather than simply knowing or analysing it.",essay,3.201051712
AHEA1102,Communication and Research Methods,1,1,clarify the main concepts of an assignment topic using reference sources,Define the main concepts related to an assignment topic and list appropriate reference sources.,GOOD,COULD_IMPROVE,This outcome leans towards comprehension rather than simple knowledge recall.,"The assessment for this unit will employ formative and summative assessment mechanisms.
Assessment items are orientated to outcomes in the following manner:
A library search exercise will establish demonstrate students': familiarity with libraries, ability to distinguish between the various types of material (e.g. books, e-books, journals, book chapters, internet resources) and methods of access, understanding of the purpose and coverage of different information access tools, ability to construct an appropriate search strategy for specified resources, knowledge of appropriate electronic sources, know where to go to get further assistance (outcomes, 3,4,5,6,11)

The writing of a scientific report, descriptive essay, and analytic essay, will demonstrate students ability to: clarify the main concepts of an assignment topic using reference sources, select keywords representing the major concepts in an assignment topic, recognise the need to critically evaluate information, recognise the importance of citing sources and quoting accurately (avoiding plagiarism), understand the rationale of referencing in the academic context, identify the demands of differing assignment tasks, demonstrate knowledge of appropriate electronic sources (outcomes,1,2,5,6,7,8,9,12)
 
Tutorial group presentation, will demonstrate students' capacity to present orally and work effectively in a team environment (outcomes, 14,15)

Answering a short-answer exam and multi-choice exam, as well as writing a scientific report, descriptive essay, and analytic essay, will demonstrate a students capacity to: identify the demands of differing assignment/assessment tasks and to identify the differing strategies to be applied to different assessment tasks, (outcomes, 12,13,)",1.331725645
AHEA1102,Communication and Research Methods,1,2,select keywords representing the major concepts in an assignment topic,,ALREADY_GOOD,GOOD,"This outcome focuses on identifying and choosing, fitting within the knowledge level.","The assessment for this unit will employ formative and summative assessment mechanisms.
Assessment items are orientated to outcomes in the following manner:
A library search exercise will establish demonstrate students': familiarity with libraries, ability to distinguish between the various types of material (e.g. books, e-books, journals, book chapters, internet resources) and methods of access, understanding of the purpose and coverage of different information access tools, ability to construct an appropriate search strategy for specified resources, knowledge of appropriate electronic sources, know where to go to get further assistance (outcomes, 3,4,5,6,11)

The writing of a scientific report, descriptive essay, and analytic essay, will demonstrate students ability to: clarify the main concepts of an assignment topic using reference sources, select keywords representing the major concepts in an assignment topic, recognise the need to critically evaluate information, recognise the importance of citing sources and quoting accurately (avoiding plagiarism), understand the rationale of referencing in the academic context, identify the demands of differing assignment tasks, demonstrate knowledge of appropriate electronic sources (outcomes,1,2,5,6,7,8,9,12)
 
Tutorial group presentation, will demonstrate students' capacity to present orally and work effectively in a team environment (outcomes, 14,15)

Answering a short-answer exam and multi-choice exam, as well as writing a scientific report, descriptive essay, and analytic essay, will demonstrate a students capacity to: identify the demands of differing assignment/assessment tasks and to identify the differing strategies to be applied to different assessment tasks, (outcomes, 12,13,)",1.331725645
AHEA1102,Communication and Research Methods,1,3,distinguish between the various types of material (e,"List the various types of material (books, e-books, journals, etc.) used in academic research.",GOOD,NEEDS_REVISION,"This outcome requires analysis and comparison, exceeding the knowledge level.","The assessment for this unit will employ formative and summative assessment mechanisms.
Assessment items are orientated to outcomes in the following manner:
A library search exercise will establish demonstrate students': familiarity with libraries, ability to distinguish between the various types of material (e.g. books, e-books, journals, book chapters, internet resources) and methods of access, understanding of the purpose and coverage of different information access tools, ability to construct an appropriate search strategy for specified resources, knowledge of appropriate electronic sources, know where to go to get further assistance (outcomes, 3,4,5,6,11)

The writing of a scientific report, descriptive essay, and analytic essay, will demonstrate students ability to: clarify the main concepts of an assignment topic using reference sources, select keywords representing the major concepts in an assignment topic, recognise the need to critically evaluate information, recognise the importance of citing sources and quoting accurately (avoiding plagiarism), understand the rationale of referencing in the academic context, identify the demands of differing assignment tasks, demonstrate knowledge of appropriate electronic sources (outcomes,1,2,5,6,7,8,9,12)
 
Tutorial group presentation, will demonstrate students' capacity to present orally and work effectively in a team environment (outcomes, 14,15)

Answering a short-answer exam and multi-choice exam, as well as writing a scientific report, descriptive essay, and analytic essay, will demonstrate a students capacity to: identify the demands of differing assignment/assessment tasks and to identify the differing strategies to be applied to different assessment tasks, (outcomes, 12,13,)",1.331725645
AHEA1102,Communication and Research Methods,1,4,g,,ALREADY_GOOD,NOT_FOUND,,"The assessment for this unit will employ formative and summative assessment mechanisms.
Assessment items are orientated to outcomes in the following manner:
A library search exercise will establish demonstrate students': familiarity with libraries, ability to distinguish between the various types of material (e.g. books, e-books, journals, book chapters, internet resources) and methods of access, understanding of the purpose and coverage of different information access tools, ability to construct an appropriate search strategy for specified resources, knowledge of appropriate electronic sources, know where to go to get further assistance (outcomes, 3,4,5,6,11)

The writing of a scientific report, descriptive essay, and analytic essay, will demonstrate students ability to: clarify the main concepts of an assignment topic using reference sources, select keywords representing the major concepts in an assignment topic, recognise the need to critically evaluate information, recognise the importance of citing sources and quoting accurately (avoiding plagiarism), understand the rationale of referencing in the academic context, identify the demands of differing assignment tasks, demonstrate knowledge of appropriate electronic sources (outcomes,1,2,5,6,7,8,9,12)
 
Tutorial group presentation, will demonstrate students' capacity to present orally and work effectively in a team environment (outcomes, 14,15)

Answering a short-answer exam and multi-choice exam, as well as writing a scientific report, descriptive essay, and analytic essay, will demonstrate a students capacity to: identify the demands of differing assignment/assessment tasks and to identify the differing strategies to be applied to different assessment tasks, (outcomes, 12,13,)",1.331725645
AHEA1102,Communication and Research Methods,1,5,"books, e-books, journals, book chapters, internet resources) and methods of access","Name common types of academic resources (books, journals, websites) and identify methods for accessing them.",GOOD,NEEDS_REVISION,"This outcome requires comprehension and potentially application, going beyond basic knowledge.","The assessment for this unit will employ formative and summative assessment mechanisms.
Assessment items are orientated to outcomes in the following manner:
A library search exercise will establish demonstrate students': familiarity with libraries, ability to distinguish between the various types of material (e.g. books, e-books, journals, book chapters, internet resources) and methods of access, understanding of the purpose and coverage of different information access tools, ability to construct an appropriate search strategy for specified resources, knowledge of appropriate electronic sources, know where to go to get further assistance (outcomes, 3,4,5,6,11)

The writing of a scientific report, descriptive essay, and analytic essay, will demonstrate students ability to: clarify the main concepts of an assignment topic using reference sources, select keywords representing the major concepts in an assignment topic, recognise the need to critically evaluate information, recognise the importance of citing sources and quoting accurately (avoiding plagiarism), understand the rationale of referencing in the academic context, identify the demands of differing assignment tasks, demonstrate knowledge of appropriate electronic sources (outcomes,1,2,5,6,7,8,9,12)
 
Tutorial group presentation, will demonstrate students' capacity to present orally and work effectively in a team environment (outcomes, 14,15)

Answering a short-answer exam and multi-choice exam, as well as writing a scientific report, descriptive essay, and analytic essay, will demonstrate a students capacity to: identify the demands of differing assignment/assessment tasks and to identify the differing strategies to be applied to different assessment tasks, (outcomes, 12,13,)",1.331725645
AHEA1102,Communication and Research Methods,1,6,demonstrate an understanding of the purpose and coverage of different information access tools,"State the purpose of different information access tools (e.g., library catalogues, databases).",GOOD,NEEDS_REVISION,'Understanding' is a prohibited word and the outcome requires comprehension.,"The assessment for this unit will employ formative and summative assessment mechanisms.
Assessment items are orientated to outcomes in the following manner:
A library search exercise will establish demonstrate students': familiarity with libraries, ability to distinguish between the various types of material (e.g. books, e-books, journals, book chapters, internet resources) and methods of access, understanding of the purpose and coverage of different information access tools, ability to construct an appropriate search strategy for specified resources, knowledge of appropriate electronic sources, know where to go to get further assistance (outcomes, 3,4,5,6,11)

The writing of a scientific report, descriptive essay, and analytic essay, will demonstrate students ability to: clarify the main concepts of an assignment topic using reference sources, select keywords representing the major concepts in an assignment topic, recognise the need to critically evaluate information, recognise the importance of citing sources and quoting accurately (avoiding plagiarism), understand the rationale of referencing in the academic context, identify the demands of differing assignment tasks, demonstrate knowledge of appropriate electronic sources (outcomes,1,2,5,6,7,8,9,12)
 
Tutorial group presentation, will demonstrate students' capacity to present orally and work effectively in a team environment (outcomes, 14,15)

Answering a short-answer exam and multi-choice exam, as well as writing a scientific report, descriptive essay, and analytic essay, will demonstrate a students capacity to: identify the demands of differing assignment/assessment tasks and to identify the differing strategies to be applied to different assessment tasks, (outcomes, 12,13,)",1.331725645
AHEA1102,Communication and Research Methods,1,7,construct an appropriate search strategy for specified resources,List the steps involved in developing a search strategy.,BAD,NEEDS_REVISION,"This is application, not knowledge.","The assessment for this unit will employ formative and summative assessment mechanisms.
Assessment items are orientated to outcomes in the following manner:
A library search exercise will establish demonstrate students': familiarity with libraries, ability to distinguish between the various types of material (e.g. books, e-books, journals, book chapters, internet resources) and methods of access, understanding of the purpose and coverage of different information access tools, ability to construct an appropriate search strategy for specified resources, knowledge of appropriate electronic sources, know where to go to get further assistance (outcomes, 3,4,5,6,11)

The writing of a scientific report, descriptive essay, and analytic essay, will demonstrate students ability to: clarify the main concepts of an assignment topic using reference sources, select keywords representing the major concepts in an assignment topic, recognise the need to critically evaluate information, recognise the importance of citing sources and quoting accurately (avoiding plagiarism), understand the rationale of referencing in the academic context, identify the demands of differing assignment tasks, demonstrate knowledge of appropriate electronic sources (outcomes,1,2,5,6,7,8,9,12)
 
Tutorial group presentation, will demonstrate students' capacity to present orally and work effectively in a team environment (outcomes, 14,15)

Answering a short-answer exam and multi-choice exam, as well as writing a scientific report, descriptive essay, and analytic essay, will demonstrate a students capacity to: identify the demands of differing assignment/assessment tasks and to identify the differing strategies to be applied to different assessment tasks, (outcomes, 12,13,)",1.331725645
AHEA1102,Communication and Research Methods,1,8,demonstrate knowledge of appropriate electronic sources,,ALREADY_GOOD,GOOD,This outcome directly asks for knowledge of sources.,"The assessment for this unit will employ formative and summative assessment mechanisms.
Assessment items are orientated to outcomes in the following manner:
A library search exercise will establish demonstrate students': familiarity with libraries, ability to distinguish between the various types of material (e.g. books, e-books, journals, book chapters, internet resources) and methods of access, understanding of the purpose and coverage of different information access tools, ability to construct an appropriate search strategy for specified resources, knowledge of appropriate electronic sources, know where to go to get further assistance (outcomes, 3,4,5,6,11)

The writing of a scientific report, descriptive essay, and analytic essay, will demonstrate students ability to: clarify the main concepts of an assignment topic using reference sources, select keywords representing the major concepts in an assignment topic, recognise the need to critically evaluate information, recognise the importance of citing sources and quoting accurately (avoiding plagiarism), understand the rationale of referencing in the academic context, identify the demands of differing assignment tasks, demonstrate knowledge of appropriate electronic sources (outcomes,1,2,5,6,7,8,9,12)
 
Tutorial group presentation, will demonstrate students' capacity to present orally and work effectively in a team environment (outcomes, 14,15)

Answering a short-answer exam and multi-choice exam, as well as writing a scientific report, descriptive essay, and analytic essay, will demonstrate a students capacity to: identify the demands of differing assignment/assessment tasks and to identify the differing strategies to be applied to different assessment tasks, (outcomes, 12,13,)",1.331725645
